index,year,month,day,big_endian_date,little_endian_date,us_date,title,authors,first_author,second_author,pseudonym_of
1,1931,10,12,1931-10-12,12/10/1931,10/12/1931,The Ten Commandments,Warwick Deeping,Warwick Deeping,,
2,1931,10,19,1931-10-19,19/10/1931,10/19/1931,No List Published,,,,
3,1931,10,26,1931-10-26,26/10/1931,10/26/1931,No List Published,,,,
4,1931,11,2,1931-11-2,2/11/1931,11/2/1931,No List Published,,,,
5,1931,11,9,1931-11-9,9/11/1931,11/9/1931,No List Published,,,,
6,1931,11,16,1931-11-16,16/11/1931,11/16/1931,Maid in Waiting,John Galsworthy,John Galsworthy,,
7,1931,11,23,1931-11-23,23/11/1931,11/23/1931,No List Published,,,,
8,1931,11,30,1931-11-30,30/11/1931,11/30/1931,Maid in Waiting,John Galsworthy,John Galsworthy,,
9,1931,12,7,1931-12-7,7/12/1931,12/7/1931,Maid in Waiting,John Galsworthy,John Galsworthy,,
10,1931,12,14,1931-12-14,14/12/1931,12/14/1931,Maid in Waiting,John Galsworthy,John Galsworthy,,
11,1931,12,21,1931-12-21,21/12/1931,12/21/1931,Maid in Waiting,John Galsworthy,John Galsworthy,,
12,1931,12,28,1931-12-28,28/12/1931,12/28/1931,Maid in Waiting,John Galsworthy,John Galsworthy,,
13,1932,1,4,1932-1-4,4/1/1932,1/4/1932,Maid in Waiting,John Galsworthy,John Galsworthy,,
14,1932,1,11,1932-1-11,11/1/1932,1/11/1932,The Harbourmaster,William McFee,William McFee,,
15,1932,1,18,1932-1-18,18/1/1932,1/18/1932,The Harbourmaster,William McFee,William McFee,,
16,1932,1,25,1932-1-25,25/1/1932,1/25/1932,Mr. and Mrs. Pennington,Francis Brett Young,Francis Brett Young,,
17,1932,2,1,1932-2-1,1/2/1932,2/1/1932,Mr. and Mrs. Pennington,Francis Brett Young,Francis Brett Young,,
18,1932,2,8,1932-2-8,8/2/1932,2/8/1932,The End of Desire,Robert Herrick,Robert Herrick,,
19,1932,2,15,1932-2-15,15/2/1932,2/15/1932,Mary's Neck,Booth Tarkington,Booth Tarkington,,
20,1932,2,22,1932-2-22,22/2/1932,2/22/1932,Mary's Neck,Booth Tarkington,Booth Tarkington,,
21,1932,2,1,1932-2-1,1/2/1932,2/1/1932,Mary's Neck,Booth Tarkington,Booth Tarkington,,
22,1932,3,7,1932-3-7,7/3/1932,3/7/1932,Mary's Neck,Booth Tarkington,Booth Tarkington,,
23,1932,3,14,1932-3-14,14/3/1932,3/14/1932,Mary's Neck,Booth Tarkington,Booth Tarkington,,
24,1932,3,21,1932-3-21,21/3/1932,3/21/1932,Mary's Neck,Booth Tarkington,Booth Tarkington,,
25,1932,3,28,1932-3-28,28/3/1932,3/28/1932,Mary's Neck,Booth Tarkington,Booth Tarkington,,
26,1932,4,4,1932-4-4,4/4/1932,4/4/1932,Magnolia Street,Louis Golding,Louis Golding,,
27,1932,4,11,1932-4-11,11/4/1932,4/11/1932,Magnolia Street,Louis Golding,Louis Golding,,
28,1932,4,18,1932-4-18,18/4/1932,4/18/1932,Magnolia Street,Louis Golding,Louis Golding,,
29,1932,4,25,1932-4-25,25/4/1932,4/25/1932,Magnolia Street,Louis Golding,Louis Golding,,
30,1932,5,2,1932-5-2,2/5/1932,5/2/1932,Bright Skin,Julia Peterkin,Julia Peterkin,,
31,1932,5,9,1932-5-9,9/5/1932,5/9/1932,A Modern Hero,Louis Bromfield,Louis Bromfield,,
32,1932,5,16,1932-5-16,16/5/1932,5/16/1932,The Good Earth,Pearl S. Buck,Pearl S. Buck,,
33,1932,5,23,1932-5-23,23/5/1932,5/23/1932,The Good Earth,Pearl S. Buck,Pearl S. Buck,,
34,1932,5,30,1932-5-30,30/5/1932,5/30/1932,The Good Earth,Pearl S. Buck,Pearl S. Buck,,
35,1932,6,6,1932-6-6,6/6/1932,6/6/1932,District Nurse,Faith Baldwin,Faith Baldwin,,
36,1932,6,13,1932-6-13,13/6/1932,6/13/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
37,1932,6,20,1932-6-20,20/6/1932,6/20/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
38,1932,6,27,1932-6-27,27/6/1932,6/27/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
39,1932,7,4,1932-7-4,4/7/1932,7/4/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
40,1932,7,11,1932-7-11,11/7/1932,7/11/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
41,1932,7,18,1932-7-18,18/7/1932,7/18/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
42,1932,7,25,1932-7-25,25/7/1932,7/25/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
43,1932,8,1,1932-8-1,1/8/1932,8/1/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
44,1932,8,8,1932-8-8,8/8/1932,8/8/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
45,1932,8,15,1932-8-15,15/8/1932,8/15/1932,Faraway,J. B. Priestley,J. B. Priestley,,
46,1932,8,22,1932-8-22,22/8/1932,8/22/1932,Lark Ascending,Mazo De La Roche,Mazo De La Roche,,
47,1932,8,29,1932-8-29,29/8/1932,8/29/1932,The Fountain,Charles Langbridge Morgan,Charles Langbridge Morgan,,
48,1932,9,5,1932-9-5,5/9/1932,9/5/1932,A New York Tempest,Manuel Komroff,Manuel Komroff,,
49,1932,9,12,1932-9-12,12/9/1932,9/12/1932,The Sheltered Life,Ellen Glasgow,Ellen Glasgow,,
50,1932,9,19,1932-9-19,19/9/1932,9/19/1932,The Sheltered Life,Ellen Glasgow,Ellen Glasgow,,
51,1932,9,26,1932-9-26,26/9/1932,9/26/1932,The Sheltered Life,Ellen Glasgow,Ellen Glasgow,,
52,1932,10,3,1932-10-3,3/10/1932,10/3/1932,Sons,Pearl S. Buck,Pearl S. Buck,,
53,1932,10,10,1932-10-10,10/10/1932,10/10/1932,Sons,Pearl S. Buck,Pearl S. Buck,,
54,1932,10,17,1932-10-17,17/10/1932,10/17/1932,Sons,Pearl S. Buck,Pearl S. Buck,,
55,1932,10,24,1932-10-24,24/10/1932,10/24/1932,Sons,Pearl S. Buck,Pearl S. Buck,,
56,1932,10,31,1932-10-31,31/10/1932,10/31/1932,Sons,Pearl S. Buck,Pearl S. Buck,,
57,1932,11,7,1932-11-7,7/11/1932,11/7/1932,Sons,Pearl S. Buck,Pearl S. Buck,,
58,1932,11,14,1932-11-14,14/11/1932,11/14/1932,Invitation to the Waltz,Rosamond Lehmann,Rosamond Lehmann,,
59,1932,11,21,1932-11-21,21/11/1932,11/21/1932,Flowering Wilderness,John Galsworthy,John Galsworthy,,
60,1932,11,28,1932-11-28,28/11/1932,11/28/1932,Flowering Wilderness,John Galsworthy,John Galsworthy,,
61,1932,12,5,1932-12-5,5/12/1932,12/5/1932,Flowering Wilderness,John Galsworthy,John Galsworthy,,
62,1932,12,12,1932-12-12,12/12/1932,12/12/1932,Flowering Wilderness,John Galsworthy,John Galsworthy,,
63,1932,12,19,1932-12-19,19/12/1932,12/19/1932,Flowering Wilderness,John Galsworthy,John Galsworthy,,
64,1932,12,26,1932-12-26,26/12/1932,12/26/1932,Flowering Wilderness,John Galsworthy,John Galsworthy,,
65,1933,1,2,1933-1-2,2/1/1933,1/2/1933,Flowering Wilderness,John Galsworthy,John Galsworthy,,
66,1933,1,9,1933-1-9,9/1/1933,1/9/1933,Flowering Wilderness,John Galsworthy,John Galsworthy,,
67,1933,1,16,1933-1-16,16/1/1933,1/16/1933,The Last Adam,James Gould Cozzens,James Gould Cozzens,,
68,1933,1,23,1933-1-23,23/1/1933,1/23/1933,The Last Adam,James Gould Cozzens,James Gould Cozzens,,
69,1933,1,30,1933-1-30,30/1/1933,1/30/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
70,1933,2,6,1933-2-6,6/2/1933,2/6/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
71,1933,2,13,1933-2-13,13/2/1933,2/13/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
72,1933,2,20,1933-2-20,20/2/1933,2/20/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
73,1933,2,27,1933-2-27,27/2/1933,2/27/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
74,1933,3,6,1933-3-6,6/3/1933,3/6/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
75,1933,3,13,1933-3-13,13/3/1933,3/13/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
76,1933,3,20,1933-3-20,20/3/1933,3/20/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
77,1933,3,27,1933-3-27,27/3/1933,3/27/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
78,1933,4,3,1933-4-3,3/4/1933,4/3/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
79,1933,4,10,1933-4-10,10/4/1933,4/10/1933,Ann Vickers,Sinclair Lewis,Sinclair Lewis,,
80,1933,4,17,1933-4-17,17/4/1933,4/17/1933,The Werewolf of Paris,Guy Endore,Guy Endore,,
81,1933,4,24,1933-4-24,24/4/1933,4/24/1933,Rain in the Doorway,Thorne Smith,Thorne Smith,,
82,1933,5,1,1933-5-1,1/5/1933,5/1/1933,The Werewolf of Paris,Guy Endore,Guy Endore,,
83,1933,5,8,1933-5-8,8/5/1933,5/8/1933,As the Earth Turns,Gladys Hasty Carroll,Gladys Hasty Carroll,,
84,1933,5,15,1933-5-15,15/5/1933,5/15/1933,As the Earth Turns,Gladys Hasty Carroll,Gladys Hasty Carroll,,
85,1933,5,22,1933-5-22,22/5/1933,5/22/1933,The Store,T. S. Stribling,T. S. Stribling,,
86,1933,5,29,1933-5-29,29/5/1933,5/29/1933,As the Earth Turns,Gladys Hasty Carroll,Gladys Hasty Carroll,,
87,1933,6,5,1933-6-5,5/6/1933,6/5/1933,As the Earth Turns,Gladys Hasty Carroll,Gladys Hasty Carroll,,
88,1933,6,12,1933-6-12,12/6/1933,6/12/1933,"Little Man, What Now?",Hans Fallada,Hans Fallada,,
89,1933,6,19,1933-6-19,19/6/1933,6/19/1933,"Little Man, What Now?",Hans Fallada,Hans Fallada,,
90,1933,6,26,1933-6-26,26/6/1933,6/26/1933,"Little Man, What Now?",Hans Fallada,Hans Fallada,,
91,1933,7,3,1933-7-3,3/7/1933,7/3/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
92,1933,7,10,1933-7-10,10/7/1933,7/10/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
93,1933,7,16,1933-7-16,16/7/1933,7/16/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
94,1933,7,24,1933-7-24,24/7/1933,7/24/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
95,1933,7,31,1933-7-31,31/7/1933,7/31/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
96,1933,8,7,1933-8-7,7/8/1933,8/7/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
97,1933,8,14,1933-8-14,14/8/1933,8/14/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
98,1933,8,21,1933-8-21,21/8/1933,8/21/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
99,1933,8,28,1933-8-28,28/8/1933,8/28/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
100,1933,9,4,1933-9-4,4/9/1933,9/4/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
101,1933,9,11,1933-9-11,11/9/1933,9/11/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
102,1933,9,18,1933-9-18,18/9/1933,9/18/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
103,1933,9,25,1933-9-25,25/9/1933,9/25/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
104,1933,10,2,1933-10-2,2/10/1933,10/2/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
105,1933,10,9,1933-10-9,9/10/1933,10/9/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
106,1933,10,16,1933-10-16,16/10/1933,10/16/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
107,1933,10,23,1933-10-23,23/10/1933,10/23/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
108,1933,10,30,1933-10-30,30/10/1933,10/30/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
109,1933,11,6,1933-11-6,6/11/1933,11/6/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
110,1933,11,13,1933-11-13,13/11/1933,11/13/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
111,1933,11,20,1933-11-20,20/11/1933,11/20/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
112,1933,11,27,1933-11-27,27/11/1933,11/27/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
113,1933,12,4,1933-12-4,4/12/1933,12/4/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
114,1933,12,11,1933-12-11,11/12/1933,12/11/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
115,1933,12,18,1933-12-18,18/12/1933,12/18/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
116,1933,12,25,1933-12-25,25/12/1933,12/25/1933,Anthony Adverse,Hervey Allen,Hervey Allen,,
117,1934,1,1,1934-1-1,1/1/1934,1/1/1934,Anthony Adverse,Hervey Allen,Hervey Allen,,
118,1934,1,8,1934-1-8,8/1/1934,1/8/1934,Anthony Adverse,Hervey Allen,Hervey Allen,,
119,1934,1,15,1934-1-15,15/1/1934,1/15/1934,The Thin Man,Dashiell Hammett,Dashiell Hammett,,
120,1934,1,22,1934-1-22,22/1/1934,1/22/1934,The Thin Man,Dashiell Hammett,Dashiell Hammett,,
121,1934,1,29,1934-1-29,29/1/1934,1/29/1934,The Thin Man,Dashiell Hammett,Dashiell Hammett,,
122,1934,2,5,1934-2-5,5/2/1934,2/5/1934,Work of Art,Sinclair Lewis,Sinclair Lewis,,
123,1934,2,12,1934-2-12,12/2/1934,2/12/1934,Work of Art,Sinclair Lewis,Sinclair Lewis,,
124,1934,2,19,1934-2-19,19/2/1934,2/19/1934,Work of Art,Sinclair Lewis,Sinclair Lewis,,
125,1934,2,26,1934-2-26,26/2/1934,2/26/1934,Work of Art,Sinclair Lewis,Sinclair Lewis,,
126,1934,3,5,1934-3-5,5/3/1934,3/5/1934,Work of Art,Sinclair Lewis,Sinclair Lewis,,
127,1934,3,12,1934-3-12,12/3/1934,3/12/1934,Work of Art,Sinclair Lewis,Sinclair Lewis,,
128,1934,3,19,1934-3-19,19/3/1934,3/19/1934,Work of Art,Sinclair Lewis,Sinclair Lewis,,
129,1934,3,26,1934-3-26,26/3/1934,3/26/1934,Anthony Adverse,Hervey Allen,Hervey Allen,,
130,1934,4,2,1934-4-2,2/4/1934,4/2/1934,The Oppermanns,Lion Feuchtwanger,Lion Feuchtwanger,,
131,1934,4,9,1934-4-9,9/4/1934,4/9/1934,The Oppermanns,Lion Feuchtwanger,Lion Feuchtwanger,,
132,1934,4,16,1934-4-16,16/4/1934,4/16/1934,Anthony Adverse,Hervey Allen,Hervey Allen,,
133,1934,4,23,1934-4-23,23/4/1934,4/23/1934,Anthony Adverse,Hervey Allen,Hervey Allen,,
134,1934,4,30,1934-4-30,30/4/1934,4/30/1934,Seven Gothic Tales,Isak Dinesen,Isak Dinesen,,
135,1934,5,7,1934-5-7,7/5/1934,5/7/1934,Tender is the Night,F. Scott Fitzgerald,F. Scott Fitzgerald,,
136,1934,5,14,1934-5-14,14/5/1934,5/14/1934,Anthony Adverse,Hervey Allen,Hervey Allen,,
137,1934,5,21,1934-5-21,21/5/1934,5/21/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
138,1934,5,28,1934-5-28,28/5/1934,5/28/1934,Five Silver Daughters,Louis Golding,Louis Golding,,
139,1934,6,5,1934-6-5,5/6/1934,6/5/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
140,1934,6,11,1934-6-11,11/6/1934,6/11/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
141,1934,6,18,1934-6-18,18/6/1934,6/18/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
142,1934,6,25,1934-6-25,25/6/1934,6/25/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
143,1934,7,2,1934-7-2,2/7/1934,7/2/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
144,1934,7,9,1934-7-9,9/7/1934,7/9/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
145,1934,7,16,1934-7-16,16/7/1934,7/16/1934,Lamb in His Bosom,Caroline Miller,Caroline Miller,,
146,1934,7,23,1934-7-23,23/7/1934,7/23/1934,"I, Claudius",Robert Graves,Robert Graves,,
147,1934,7,30,1934-7-30,30/7/1934,7/30/1934,Anthony Adverse,Hervey Allen,Hervey Allen,,
148,1934,8,6,1934-8-6,6/8/1934,8/6/1934,So Red the Rose,Stark Young,Stark Young,,
149,1934,8,13,1934-8-13,13/8/1934,8/13/1934,So Red the Rose,Stark Young,Stark Young,,
150,1934,8,20,1934-8-20,20/8/1934,8/20/1934,So Red the Rose,Stark Young,Stark Young,,
151,1934,8,27,1934-8-27,27/8/1934,8/27/1934,So Red the Rose,Stark Young,Stark Young,,
152,1934,9,3,1934-9-3,3/9/1934,9/3/1934,So Red the Rose,Stark Young,Stark Young,,
153,1934,9,10,1934-9-10,10/9/1934,9/10/1934,So Red the Rose,Stark Young,Stark Young,,
154,1934,9,17,1934-9-17,17/9/1934,9/17/1934,So Red the Rose,Stark Young,Stark Young,,
155,1934,9,24,1934-9-24,24/9/1934,9/24/1934,So Red the Rose,Stark Young,Stark Young,,
156,1934,10,1,1934-10-1,1/10/1934,10/1/1934,So Red the Rose,Stark Young,Stark Young,,
157,1934,10,8,1934-10-8,8/10/1934,10/8/1934,So Red the Rose,Stark Young,Stark Young,,
158,1934,10,15,1934-10-15,15/10/1934,10/15/1934,So Red the Rose,Stark Young,Stark Young,,
159,1934,10,22,1934-10-22,22/10/1934,10/22/1934,So Red the Rose,Stark Young,Stark Young,,
160,1934,10,29,1934-10-29,29/10/1934,10/29/1934,So Red the Rose,Stark Young,Stark Young,,
161,1934,11,5,1934-11-5,5/11/1934,11/5/1934,So Red the Rose,Stark Young,Stark Young,,
162,1934,11,12,1934-11-12,12/11/1934,11/12/1934,So Red the Rose,Stark Young,Stark Young,,
163,1934,11,19,1934-11-19,19/11/1934,11/19/1934,So Red the Rose,Stark Young,Stark Young,,
164,1934,11,26,1934-11-26,26/11/1934,11/26/1934,So Red the Rose,Stark Young,Stark Young,,
165,1934,12,3,1934-12-3,3/12/1934,12/3/1934,Lost Horizon,James Hilton,James Hilton,,
166,1934,12,10,1934-12-10,10/12/1934,12/10/1934,The Forty Days of Musa Dagh,Franz Werfel,Franz Werfel,,
167,1934,12,17,1934-12-17,17/12/1934,12/17/1934,The Forty Days of Musa Dagh,Franz Werfel,Franz Werfel,,
168,1934,12,23,1934-12-23,23/12/1934,12/23/1934,The Forty Days of Musa Dagh,Franz Werfel,Franz Werfel,,
169,1934,12,30,1934-12-30,30/12/1934,12/30/1934,The Forty Days of Musa Dagh,Franz Werfel,Franz Werfel,,
170,1935,1,7,1935-1-7,7/1/1935,1/7/1935,The Forty Days of Musa Dagh,Franz Werfel,Franz Werfel,,
171,1935,1,14,1935-1-14,14/1/1935,1/14/1935,The Forty Days of Musa Dagh,Franz Werfel,Franz Werfel,,
172,1935,1,21,1935-1-21,21/1/1935,1/21/1935,Heaven's My Destination,Thornton Wilder,Thornton Wilder,,
173,1935,1,28,1935-1-28,28/1/1935,1/28/1935,Heaven's My Destination,Thornton Wilder,Thornton Wilder,,
174,1935,2,4,1935-2-4,4/2/1935,2/4/1935,Heaven's My Destination,Thornton Wilder,Thornton Wilder,,
175,1935,2,11,1935-2-11,11/2/1935,2/11/1935,Heaven's My Destination,Thornton Wilder,Thornton Wilder,,
176,1935,2,18,1935-2-18,18/2/1935,2/18/1935,Heaven's My Destination,Thornton Wilder,Thornton Wilder,,
177,1935,2,25,1935-2-25,25/2/1935,2/25/1935,Heaven's My Destination,Thornton Wilder,Thornton Wilder,,
178,1935,3,4,1935-3-4,4/3/1935,3/4/1935,Come and Get It,Edna Ferber,Edna Ferber,,
179,1935,3,11,1935-3-11,11/3/1935,3/11/1935,Come and Get It,Edna Ferber,Edna Ferber,,
180,1935,3,18,1935-3-18,18/3/1935,3/18/1935,Of Time and the River,Thomas Wolfe,Thomas Wolfe,,
181,1935,3,25,1935-3-25,25/3/1935,3/25/1935,Of Time and the River,Thomas Wolfe,Thomas Wolfe,,
182,1935,4,1,1935-4-1,1/4/1935,4/1/1935,Come and Get It,Edna Ferber,Edna Ferber,,
183,1935,4,8,1935-4-8,8/4/1935,4/8/1935,Of Time and the River,Thomas Wolfe,Thomas Wolfe,,
184,1935,4,15,1935-4-15,15/4/1935,4/15/1935,Of Time and the River,Thomas Wolfe,Thomas Wolfe,,
185,1935,4,22,1935-4-22,22/4/1935,4/22/1935,Of Time and the River,Thomas Wolfe,Thomas Wolfe,,
186,1935,4,29,1935-4-29,29/4/1935,4/29/1935,Green Light,Lloyd C. Douglas,Lloyd C. Douglas,,
187,1935,5,6,1935-5-6,6/5/1935,5/6/1935,Of Time and the River,Thomas Wolfe,Thomas Wolfe,,
188,1935,5,13,1935-5-13,13/5/1935,5/13/1935,Of Time and the River,Thomas Wolfe,Thomas Wolfe,,
189,1935,5,20,1935-5-20,20/5/1935,5/20/1935,Now in November,Josephine Johnson,Josephine Johnson,,
190,1935,5,27,1935-5-27,27/5/1935,5/27/1935,Now in November,Josephine Johnson,Josephine Johnson,,
191,1935,6,3,1935-6-3,3/6/1935,6/3/1935,Now in November,Josephine Johnson,Josephine Johnson,,
192,1935,6,10,1935-6-10,10/6/1935,6/10/1935,Young Renny,Mazo De La Roche,Mazo De La Roche,,
193,1935,6,17,1935-6-17,17/6/1935,6/17/1935,Paths of Glory,Humphrey Cobb,Humphrey Cobb,,
194,1935,6,24,1935-6-24,24/6/1935,6/24/1935,Paths of Glory,Humphrey Cobb,Humphrey Cobb,,
195,1935,7,1,1935-7-1,1/7/1935,7/1/1935,Paths of Glory,Humphrey Cobb,Humphrey Cobb,,
196,1935,7,8,1935-7-8,8/7/1935,7/8/1935,Paths of Glory,Humphrey Cobb,Humphrey Cobb,,
197,1935,7,15,1935-7-15,15/7/1935,7/15/1935,Paths of Glory,Humphrey Cobb,Humphrey Cobb,,
198,1935,7,22,1935-7-22,22/7/1935,7/22/1935,Paths of Glory,Humphrey Cobb,Humphrey Cobb,,
199,1935,7,29,1935-7-29,29/7/1935,7/29/1935,Green Light,Lloyd C. Douglas,Lloyd C. Douglas,,
200,1935,8,5,1935-8-5,5/8/1935,8/5/1935,Green Light,Lloyd C. Douglas,Lloyd C. Douglas,,
201,1935,8,12,1935-8-12,12/8/1935,8/12/1935,Lucy Gayheart,Willa Cather,Willa Cather,,
202,1935,8,19,1935-8-19,19/8/1935,8/19/1935,Lucy Gayheart,Willa Cather,Willa Cather,,
203,1935,8,26,1935-8-26,26/8/1935,8/26/1935,Lucy Gayheart,Willa Cather,Willa Cather,,
204,1935,9,2,1935-9-2,2/9/1935,9/2/1935,Lucy Gayheart,Willa Cather,Willa Cather,,
205,1935,9,9,1935-9-9,9/9/1935,9/9/1935,Vein of Iron,Ellen Glasgow,Ellen Glasgow,,
206,1935,9,16,1935-9-16,16/9/1935,9/16/1935,Vein of Iron,Ellen Glasgow,Ellen Glasgow,,
207,1935,9,23,1935-9-23,23/9/1935,9/23/1935,Europa,Robert Briffault,Robert Briffault,,
208,1935,9,30,1935-9-30,30/9/1935,9/30/1935,Europa,Robert Briffault,Robert Briffault,,
209,1935,10,7,1935-10-7,7/10/1935,10/7/1935,Europa,Robert Briffault,Robert Briffault,,
210,1935,10,14,1935-10-14,14/10/1935,10/14/1935,Europa,Robert Briffault,Robert Briffault,,
211,1935,10,21,1935-10-21,21/10/1935,10/21/1935,Europa,Robert Briffault,Robert Briffault,,
212,1935,10,28,1935-10-28,28/10/1935,10/28/1935,Europa,Robert Briffault,Robert Briffault,,
213,1935,11,4,1935-11-4,4/11/1935,11/4/1935,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
214,1935,11,11,1935-11-11,11/11/1935,11/11/1935,Europa,Robert Briffault,Robert Briffault,,
215,1935,11,18,1935-11-18,18/11/1935,11/18/1935,Europa,Robert Briffault,Robert Briffault,,
216,1935,11,25,1935-11-25,25/11/1935,11/25/1935,Europa,Robert Briffault,Robert Briffault,,
217,1935,12,2,1935-12-2,2/12/1935,12/2/1935,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
218,1935,12,9,1935-12-9,9/12/1935,12/9/1935,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
219,1935,12,16,1935-12-16,16/12/1935,12/16/1935,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
220,1935,12,23,1935-12-23,23/12/1935,12/23/1935,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
221,1935,12,30,1935-12-30,30/12/1935,12/30/1935,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
222,1936,1,6,1936-1-6,6/1/1936,1/6/1936,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
223,1936,1,13,1936-1-13,13/1/1936,1/13/1936,It Can't Happen Here,Sinclair Lewis,Sinclair Lewis,,
224,1936,1,20,1936-1-20,20/1/1936,1/20/1936,If I Have Four Apples,Josephine Lawrence,Josephine Lawrence,,
225,1936,1,27,1936-1-27,27/1/1936,1/27/1936,If I Have Four Apples,Josephine Lawrence,Josephine Lawrence,,
226,1936,2,3,1936-2-3,3/2/1936,2/3/1936,If I Have Four Apples,Josephine Lawrence,Josephine Lawrence,,
227,1936,2,10,1936-2-10,10/2/1936,2/10/1936,The Last Puritan,George Santayana,George Santayana,,
228,1936,2,17,1936-2-17,17/2/1936,2/17/1936,The Last Puritan,George Santayana,George Santayana,,
229,1936,2,24,1936-2-24,24/2/1936,2/24/1936,The Last Puritan,George Santayana,George Santayana,,
230,1936,3,2,1936-3-2,2/3/1936,3/2/1936,The Last Puritan,George Santayana,George Santayana,,
231,1936,3,9,1936-3-9,9/3/1936,3/9/1936,The Last Puritan,George Santayana,George Santayana,,
232,1936,3,16,1936-3-16,16/3/1936,3/16/1936,The Last Puritan,George Santayana,George Santayana,,
233,1936,3,23,1936-3-23,23/3/1936,3/23/1936,The Last Puritan,George Santayana,George Santayana,,
234,1936,3,30,1936-3-30,30/3/1936,3/30/1936,The Last Puritan,George Santayana,George Santayana,,
235,1936,4,6,1936-4-6,6/4/1936,4/6/1936,The Last Puritan,George Santayana,George Santayana,,
236,1936,4,13,1936-4-13,13/4/1936,4/13/1936,The Last Puritan,George Santayana,George Santayana,,
237,1936,4,20,1936-4-20,20/4/1936,4/20/1936,The Last Puritan,George Santayana,George Santayana,,
238,1936,4,27,1936-4-27,27/4/1936,4/27/1936,Sparkenbroke,Charles Langbridge Morgan,Charles Langbridge Morgan,,
239,1936,5,4,1936-5-4,4/5/1936,5/4/1936,Sparkenbroke,Charles Langbridge Morgan,Charles Langbridge Morgan,,
240,1936,5,11,1936-5-11,11/5/1936,5/11/1936,Sparkenbroke,Charles Langbridge Morgan,Charles Langbridge Morgan,,
241,1936,5,18,1936-5-18,18/5/1936,5/18/1936,Sparkenbroke,Charles Langbridge Morgan,Charles Langbridge Morgan,,
242,1936,5,25,1936-5-25,25/5/1936,5/25/1936,Sparkenbroke,Charles Langbridge Morgan,Charles Langbridge Morgan,,
